actor_id,url,list_page,name_kanji,name_kana,generation,yago,mon,affiliation,profile,image_url
551,https://meikandb.kabuki.ne.jp/actor/551/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 好蝶,ナカムラ ヨシチョウ,,,,,女方。中村萬壽一門。1996年生まれ。2017年国立劇場第22期歌舞伎俳優研修修了。４月中村時蔵に入門し、歌舞伎座『伊勢音頭恋寝刃』の仲居で中村好蝶を名のり初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/58e5f85706626_20170406171207.jpg
232,https://meikandb.kabuki.ne.jp/actor/232/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 富二朗,ナカムラ トミジロウ,,,,,立役。五代目中村富十郎一門。1960年生まれ。80年国立劇場第5期歌舞伎俳優研修修了。４月国立劇場小劇場『絵本合法衢（えほんがっぽうがつじ）』の旅の者ほかで初舞台。12月五代目中村富十郎に入門。81年1月中村富次郎を名のる。86年12月中村富二朗と改名。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/4d09dcede6870_20101216183333.jpg
516,https://meikandb.kabuki.ne.jp/actor/516/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 扇五朗,ナカムラ センゴロウ,,,,,立役・女方。中村扇雀一門。1992年生まれ。2013年国立劇場第20期歌舞伎俳優研修修了。４月市川猿翁に入門し、金丸座『京人形』の大工で市川喜楽を名のり初舞台。17年１月市川猿之助門下となる。23年11月中村扇雀門下となり中村扇五朗を名のる。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/82c73e7f89dc9d4d0809d02f4ae82e1e-230x300.jpg
538,https://meikandb.kabuki.ne.jp/actor/538/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 扇十郎,ナカムラ センジュウロウ,,,,,立役・女方。中村扇雀一門。1982年生まれ。2015年６月中村扇雀に入門し、12月南座『河庄』の町人の男で中村扇十郎を名のり初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5680f5a78b966_20151228174111.jpg
249,https://meikandb.kabuki.ne.jp/actor/249/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 春江,ナカムラ ハルエ,,,,,女方。中村魁春一門。1992年生まれ。2010年国立劇場第19期歌舞伎俳優研修修了。４月中村魁春に入門し、歌舞伎座『助六由縁江戸桜』の三浦屋新造で中村春希を名のり初舞台｡2025年3月歌舞伎座で『仮名手本忠臣蔵』四段目の腰元錦木で中村春江を名のり名題昇進披露。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/e886e1b9ba1be178ce2ddcc8f2b9cbe2-2.jpg
231,https://meikandb.kabuki.ne.jp/actor/231/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 東志也,ナカムラ トシヤ,,,,,中村東蔵一門。師匠の中村東蔵は女方・立役両方を勤めるが、本人は立役。実直な役柄がよく似合う。中肉中背の体格だが、2014(平成26)年『双蝶々曲輪日記（ふたつちょうちょうくるわにっき）』角力場で濡髪長五郎の弟子団子山が花道を入る時、ノッシノッシと歩く姿はまさに相撲取りの足取り。不断の努力が役柄に生きた名演技だった。幕開きの通行人にもその人の人生を垣間見る芝居ができる俳優の１人である。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/56879559e13ab_20160102181609.jpg
203,https://meikandb.kabuki.ne.jp/actor/203/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 桐乃亮,ナカムラ キリノスケ,,,,,女方。中村萬壽一門。1975年生まれ。2000年国立劇場第15期歌舞伎俳優研修修了。４月国立劇場『夏祭』の祭の若い衆、参詣人、捕手で初舞台。2001年４月中村時蔵に入門し、金丸座『野崎村』の百姓鎌八、『二人道成寺（ににんどうじょうじ）』の所化東念坊で中村竹蝶を名のる。2024年10月歌舞伎座で『音菊曽我彩』の腰元瀧瀬ほかで中村桐乃亮を名のり名題昇進披露。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/ea77c3bd21732321ac61b085fed3292b-213x300.jpg
1308,https://meikandb.kabuki.ne.jp/actor/1308/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 梅大,ナカムラ ウメヒロ,,,,,立役。中村梅玉一門。2002年生まれ。2023年、国立劇場第26期歌舞伎俳優研修修了。4月、中村梅玉に入門し、歌舞伎座『与話情浮名横櫛』の貝拾いの男で中村梅大を名乗り、初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2023/04/6f062714b71c414e578af3af5b1b1a07-300x296.png
528,https://meikandb.kabuki.ne.jp/actor/528/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 梅寿,ナカムラ ウメトシ,,,,,立役。中村梅玉一門。1994年生まれ。2015年国立劇場第21期歌舞伎俳優研修修了。４月中村梅玉に入門し、歌舞伎座『河庄』の町人の男ほかで中村梅寿を名のり初舞台。2015年１月『南総里見八犬伝』の立廻りで国立劇場特別賞。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/592e81ef63d8b_20170531174223.jpg
27,https://meikandb.kabuki.ne.jp/actor/27/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 梅秋,ナカムラ ウメアキ,,,,,立役・女方。中村梅玉一門。1979年生まれ。2004年国立劇場第17期歌舞伎俳優研修修了。４月歌舞伎座『白浪五人男』の捕手ほかで初舞台。９月中村梅玉に入門し、公文協巡業で中村梅秋を名のる。13年第十九回日本俳優協会賞奨励賞。14年11月『伽羅先代萩（めいぼくせんだいはぎ）』竹の間・御殿の腰元で国立劇場奨励賞。2025年3月歌舞伎座で『仮名手本忠臣蔵』三段目の中間 吉平で名題昇進披露。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5440941d79a8f_20141017125925.jpg
512,https://meikandb.kabuki.ne.jp/actor/512/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 橋三郎,ナカムラ ハシサブロウ,,,,,立役・女方。中村芝翫一門。1994年生まれ。2012年４月三代目中村橋之助（現・芝翫）に入門し、11月巡業『弁慶上使』の腰元で中村橋三郎を名のり初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5c80dc7172978_20190307175513.jpg
529,https://meikandb.kabuki.ne.jp/actor/529/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 橋光,ナカムラ ハシミツ,,,,,立役。中村芝翫一門。1993年生まれ。2015年国立劇場第21期歌舞伎俳優研修修了。４月中村橋之助（現・芝翫）に入門し、平成中村座『双蝶々曲輪日記（ふたつちょうちょうくるわにっき）』の見物衆ほかで中村橋光を名のり初舞台。2015年１月『南総里見八犬伝』の立廻りで国立劇場特別賞。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5c80dc8cd115e_20190307175540.jpg
160,https://meikandb.kabuki.ne.jp/actor/160/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 獅一,ナカムラ シイチ,,,,,立役。中村獅童一門。1981年生まれ。2001年１月浅草公会堂『一條大蔵譚（いちじょうおおくらものがたり）』の仕丁で初舞台。４月中村獅童に入門し、御園座『小笠原騒動』の供侍ほかで中村獅一を名のる。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/4d09a9d4d01d2_20101216145532.jpg
1321,https://meikandb.kabuki.ne.jp/actor/1321/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 獅三郎,ナカムラ シザブロウ,,,,,中村獅童一門。2005年生まれ。2025年3月、国立劇場第28期歌舞伎俳優研修修了。4月、中村獅童に入門。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2025/04/ab71a6575d6c1352eaec397c418b96de-215x300.jpg
259,https://meikandb.kabuki.ne.jp/actor/259/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 福緒,ナカムラ フクオ,,,,,女方。中村福助一門。小柄で控えめな雰囲気ながら、切れ長の目が印象的な若女方。成駒屋らしい落ち着いた行儀のいい風情があり、時代物の腰元でも世話物の町娘や芸者、新造などでも、どんな役でもきちんと演じて、安心して見ていられる。国立劇場の本公演で『新皿屋舖月雨暈』の「宗五郎内」で菊茶屋娘おしげに抜擢された。師の中村福助と中村児太郎の後見もきっちりつとめて信頼されている。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/4d09ed1a70a33_20101216194234.jpg
74,https://meikandb.kabuki.ne.jp/actor/74/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 翫之,ナカムラ カンノ,,,,,女方。四代目坂田藤十郎・中村鴈治郎一門。1973年生まれ。94年６月中村智太郎（現・鴈治郎）に入門し、８月歌舞伎座『俊寛』の船頭で初舞台。95年１月大阪・中座『曾根崎心中』の参詣の男で中村翫之を名のる。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/4d05d46775c8c_20101213170807.jpg
69,https://meikandb.kabuki.ne.jp/actor/69/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 翫哉,ナカムラ カンサイ,,,,,立役。四代目坂田藤十郎・中村鴈治郎一門。1947年生まれ。68年10月国立劇場『天衣紛上野初花（くもにまごううえののはつはな）』で初舞台。69年７月二代目坂東吉弥に入門。76年１月から大川橋蔵などについて活動。99年７月吉弥門下に戻り、歌舞伎座『一本刀土俵入』の六部ほかで坂東好十郎を名のる。師の歿後、2004年６月より五代目中村翫雀（現・鴈治郎）門下となり、７月大阪松竹座『沓手鳥孤城落月（ほととぎすこじょうのらくげつ）』の関東方武士で中村翫哉と改名。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/4d05d1e45a062_20101213165724.jpg
556,https://meikandb.kabuki.ne.jp/actor/556/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 翫央,ナカムラ カンヨウ,,,,,立役。中村芝翫一門。1996年生まれ。2017年国立劇場第22期歌舞伎俳優研修修了。４月中村梅花に入門し、中村芝喜松を名のる。５月大阪松竹座『怪談乳房榎』の花見客の男ほかで初舞台。24年6月芝翫門下となり翫央を名のる。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/58e5fb821f151_20170406172538.jpg
572,https://meikandb.kabuki.ne.jp/actor/572/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 翫延,ナカムラ カンエン,,,,,立役。中村芝翫一門。1996年生まれ。2019年国立劇場第23期歌舞伎俳優研修修了。4月中村芝翫に入門し、御園座『南総里見八犬伝』の捕手・花四天で中村翫延を名のり初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5ca1ba3227435_20190401161354.jpg
71,https://meikandb.kabuki.ne.jp/actor/71/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 翫政,ナカムラ カンセイ,,,,,立役。四代目坂田藤十郎・中村鴈治郎一門。幼いころから大阪で歌舞伎に親しみ、中村鴈治郎門下となった。小柄ながら精悍な印象で、口跡もよく、軍兵、中間、捕手などを小気味よく見せる。近年は大阪・近鉄アート館でのあべの歌舞伎「晴（そら）の会」に参加し、『肥後駒下駄』では松田新蔵を、『東海道四谷怪談』では小仏小平を演じ、国立文楽劇場での若手発表会・上方歌舞伎会では『熊谷陣屋』の源義経や『双蝶々曲輪日記（ふたつちょうちょうくるわにっき）』の放駒長吉に意欲的に取り組んだ。今後の成長が期待される。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/59926523ea647_20170815120611.jpg
72,https://meikandb.kabuki.ne.jp/actor/72/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 翫蔵,ナカムラ カンゾウ,,,,,立役。中村芝翫一門。1962年生まれ。92年９月七代目中村芝翫に入門し、歌舞伎座『一本刀土俵入』の土地の男で初舞台。93年１月歌舞伎座『一条大蔵譚（いちじょうおおくらものがたり）』の仕丁、『鳴神』の所化ほかで中村翫蔵を名のる。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5440924b53365_20141017125139.jpg
563,https://meikandb.kabuki.ne.jp/actor/563/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 芝晶,ナカムラ シショウ,,,,,立役。中村芝翫一門。1984年生まれ。2018年４月中村芝翫に入門し、金丸座『義経千本桜』鳥居前の軍兵で中村芝晶を名のり初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5abc82d0218b8_20180329150816.jpg
1304,https://meikandb.kabuki.ne.jp/actor/1304/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 芝桜,ナカムラ シオウ,,,,,立役・女形。中村芝翫一門。2001年生まれ。2022年、国立劇場第25期歌舞伎俳優研修修了。4月、中村芝翫に入門し、歌舞伎座『ぢいさんばあさん』の陸尺で中村芝桜を名乗り、初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2022/04/448936ce66123441165dbbd5e3df2987-e1650871303753-300x300.jpg
247,https://meikandb.kabuki.ne.jp/actor/247/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 芝歌蔵,ナカムラ シカゾウ,,,,,中村芝翫一門の立役。すらりとした美しい姿で軍兵や仕丁に出ていても目立つ。芝翫襲名披露興行の四国こんぴら歌舞伎大芝居の『義経千本桜』鳥居前と、同じく襲名披露興行の西コース巡業公演の『熊谷陣屋』で駿河次郎を勤めたのは、師である芝翫の信頼の表れだろう。『絵本太功記』の軍兵、『俊寛』の船頭、『夏祭』の祭りの若い者、『義経千本桜』渡海屋・大物浦の軍兵、『暗闇の丑松』のざる屋などで手堅い演技を見せている。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/544093356220a_20141017125533.jpg
209,https://meikandb.kabuki.ne.jp/actor/209/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 蝶一郎,ナカムラ チョウイチロウ,,,,,立役。中村錦之助一門。1964年生まれ。三宅裕司が主宰するS・E・T（スーパー・エキセントリック・シアター）の研究生を経て、中村信二郎（現・錦之助）に入門。96年10月歌舞伎座『伽羅先代萩（めいぼくせんだいはぎ）』の諸士で中村信之を名のり歌舞伎の初舞台。2007年４月歌舞伎座『魚屋宗五郎』の近習で中村蝶一郎と改名。2005年３月『本朝廿四孝』道行似合の女夫丸の車遣い権六で国立劇場特別賞。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/544093a529d96_20141017125725.jpg
210,https://meikandb.kabuki.ne.jp/actor/210/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 蝶三郎,ナカムラ チョウザブロウ,,,,,立役。中村又五郎一門。1977年生まれ。2002年1月三代目中村歌昇（現・又五郎）に入門し、９月歌舞伎座『牡丹燈籠』の山賊で中村蝶三郎を名のり初舞台。13年12月『忠臣蔵形容画合（ちゅうしんぐらすがたのえあわせ）』の与市兵衛の吹替で国立劇場特別賞。2025年1月歌舞伎座で『熊谷陣屋』の駿河次郎ほかで名題昇進披露。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/0a39b4d5d97e98916c7ad0b8c4890327-211x300.jpg
1300,https://meikandb.kabuki.ne.jp/actor/1300/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 蝶也,ナカムラ チョウヤ,,,,,立役・女方。中村歌六一門。2003年生まれ。2021年国立劇場第24期歌舞伎俳優研修修了。4月中村歌六に入門し、6月歌舞伎座『御摂勧進帳』の番卒で中村蝶也を名のり初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2022/03/75740221ecbd0690c40d82e1cd3e3241.jpg
1314,https://meikandb.kabuki.ne.jp/actor/1314/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 隼之助,ナカムラ ハヤノスケ,,,,,中村錦之助一門。2008年生まれ。2024年4月、中村錦之助に入門し、10月博多座『ヤマトタケル』の中村隼之助を名乗り、初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2024/10/09a4dcf4546915819d7cc0cfa74abef6-300x295.jpg
73,https://meikandb.kabuki.ne.jp/actor/73/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=中村,中村 鴈大,ナカムラ ガンダイ,,,,,立役・女方。四代目坂田藤十郎・中村鴈治郎一門。1972年生まれ。2001年上方歌舞伎塾第2期修了。５月大阪松竹座『怪談敷島譚（かいだんしきしまものがたり）』の若い者で初舞台。三代目中村鴈治郎（現・坂田藤十郎）門下となり、12月南座『助六桜の二重帯』の揚巻付若い者で中村鴈大を名のる。19年6月『神霊矢口渡』の人形振りの後見で国立劇場特別賞。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5a8f7c1c29415_20180223112740.jpg
291,https://meikandb.kabuki.ne.jp/actor/291/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=坂東,坂東 やゑ亮,バンドウ ヤエスケ,,,,,立役。坂東楽善一門。1993年生まれ。2009年３月八代目坂東彦三郎（現・楽善）に入門。10年１月国立劇場『旭輝黄金鯱（あさひにかがやくきんのしゃちほこ）』の花四天で坂東やゑ亮を名のり初舞台。2011年１月『四天王御江戸鏑』の立廻りで国立劇場奨励賞。14年１月『三千両初春駒曳』の立廻りで、15年１月『南総里見八犬伝』の立廻りで、16年１月『小春穏沖津白浪（こはるなぎおきつしらなみ）』の立廻りで、17年１月『しらぬい譚（ものがたり）』の立廻りで、19年１月『姫路城音菊礎石（ひめじじょうおとにきくそのいしずえ）』の立廻りで国立劇場特別賞。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5590b6b4b0ef2_20150629120836.jpg
521,https://meikandb.kabuki.ne.jp/actor/521/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=坂東,坂東 やゑ六,バンドウ ヤエロク,,,,,立役。坂東楽善一門。1995年生まれ。2013年国立劇場第20期歌舞伎俳優研修修了。４月八代目坂東彦三郎（現・楽善）に入門し、５月歌舞伎座『梶原平三誉石切』の大庭方供侍で坂東やゑ六を名のり初舞台。2015年１月『南総里見八犬伝』の立廻りで、16年１月『小春穏沖津白浪（こはるなぎおきつしらなみ）』の立廻りで国立劇場特別賞。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5590b6ca0c247_20150629120858.jpg
295,https://meikandb.kabuki.ne.jp/actor/295/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=坂東,坂東 八大,バンドウ ヤヒロ,,,,,立役。坂東巳之助一門。すっきりとした容姿にキレのよい動きの立廻りととんぼの名手。師の十代目坂東三津五郎亡き後、子息の坂東巳之助を支え、踊りの後見としても信頼されている。菊五郎劇団に欠かせぬ人である。『高時』の下部、『外郎売』の奴、『御存鈴ヶ森』の権八の駕籠舁、『壇浦兜軍記』の近習、『すし屋』の軍兵などを堅実に勤める。2019（令和元）年は『NARUTO』の人気キャラ・デイダラを演じ、存在感を示した。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/4d09fda3be14e_20101216205307.jpg
165,https://meikandb.kabuki.ne.jp/actor/165/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=坂東,坂東 八重之,バンドウ ヤエユキ,,,,,立役。坂東楽善一門。1975年生まれ。98年４月市村萬次郎に入門し、５月歌舞伎座『野晒悟助』の町人の男、『お祭佐七』の祭の世話人で坂東翔次を名のり初舞台。2011年11月八代目坂東彦三郎（現・楽善）門下となり、新橋演舞場で坂東八重之を名のる。14年１月『三千両初春駒曳』の立廻りで、15年１月『南総里見八犬伝』の立廻りで、16年１月『小春穏沖津白浪（こはるなぎおきつしらなみ）』の立廻りで、18年１月『世界花小栗判官』の鬼鹿毛で、19年１月『姫路城音菊礎石（ひめじじょうおとにきくそのいしずえ）』の立廻りで国立劇場特別賞、ほか。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/4ef83e11707ca_20111226182745.jpg
1313,https://meikandb.kabuki.ne.jp/actor/1313/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=坂東,坂東 大夢,バンドウ ヒロム,,,,,立役。坂東巳之助一門。2004年生まれ。2024年、3月国立劇場第27期歌舞伎俳優研修修了。同年4月、坂東巳之助に入門し、4月歌舞伎座『夏祭浪花鑑』の若い者で坂東大夢を名乗り、初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2024/05/fefed15b53d190312f1da1fdb894e32b-263x300.jpg
570,https://meikandb.kabuki.ne.jp/actor/570/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=坂東,坂東 家之助,バンドウ ヤノスケ,,,,,立役。市村家橘一門。1997年生まれ。2019年国立劇場第23期歌舞伎俳優研修修了。4月市村家橘に入門し、歌舞伎座『新版歌祭文』の通行人の男、『二人夕霧（ににんゆうぎり）』の藤屋の手代で坂東家之助を名のり初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5ca1ba0b41629_20190401161315.jpg
294,https://meikandb.kabuki.ne.jp/actor/294/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=坂東,坂東 彌七,バンドウ ヤシチ,,,,,立役。坂東彌十郎一門。1963年生まれ。89年１月坂東彌十郎に入門し、歌舞伎座『毛抜』の奴で坂東彌七を名のり初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/53f583d5a6b1a_20140821142957.jpg
296,https://meikandb.kabuki.ne.jp/actor/296/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=坂東,坂東 彌三郎,バンドウ ヤサブロウ,,,,,立役。坂東彌十郎一門。1980年生まれ。2007年国立劇場第18期歌舞伎俳優研修修了。４月坂東彌十郎に入門し、歌舞伎座『頼朝の死』の町人の男で坂東彌風を名のり初舞台。2024年8月歌舞伎座『ゆうれい貸屋』の伊勢屋の番頭 久三で坂東彌三郎を名のり名題昇進披露。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5683929509042_20151230171517.jpg
569,https://meikandb.kabuki.ne.jp/actor/569/,https://meikandb.kabuki.ne.jp/?current_state=1&type=1&s=坂東,坂東 彌光,バンドウ ヤコウ,,,,,立役。坂東彌十郎一門。2001年生まれ。19年国立劇場第23期歌舞伎俳優研修修了。4月坂東彌十郎に入門し、歌舞伎座『新版歌祭文』の通行人の男、『二人夕霧（ににんゆうぎり）』の藤屋の手代で坂東彌光を名のり初舞台。,https://meikandb.kabuki.ne.jp/wp-content/uploads/2020/02/5ca1ba17a5f15_20190401161327.jpg
